chrom	start	end	frequency
chr2	127890000	127894000	1
chr2	127918000	127936000	1
chr2	128346000	128394000	3
chr2	128430000	128433000	1
chr2	128433000	128435000	3
chr2	128435000	128436000	4
chr2	128436000	128437000	5
chr2	128437000	128438000	8
chr2	128438000	128458000	18
chr2	128458000	128571000	17
chr2	128571000	128575000	14
chr2	128575000	128576000	13
chr2	128576000	128578000	14
chr2	128578000	128579000	15
chr2	128579000	128582000	22
chr2	128582000	128583000	23
chr2	128583000	128584000	24
chr2	128584000	128595000	37
chr2	128595000	128597000	26
chr2	128597000	128622000	24
chr2	128622000	128632000	22
chr2	128632000	128633000	17
chr2	128633000	128636000	15
chr2	128636000	128638000	14
chr2	128638000	128639000	11
chr2	128639000	128640000	10
chr2	128640000	128641000	1
chr2	128899000	128903000	1
chr2	128903000	128957000	3
chr2	128957000	128984000	2
chr2	128984000	128985000	1
chr2	129024000	129066000	1
chr2	129541000	129542000	1
chr2	129542000	129568000	13
chr2	129568000	129569000	8
chr2	129569000	129573000	6
chr2	129761000	129762000	2
chr2	129762000	129765000	4
chr2	129765000	129775000	11
chr2	130524000	130542000	2
chr2	130542000	130565000	3
chr2	130647000	130649000	6
chr2	130649000	130681000	7
chr2	130681000	130682000	5
chr2	130682000	130683000	2
chr2	130683000	130687000	1
chr2	131522000	131548000	2
chr2	131617000	131654000	1
chr2	134183000	134184000	1
chr2	134184000	134217000	6
chr2	134217000	134224000	4
chr2	134224000	134225000	5
chr2	134225000	134253000	6
chr2	134253000	134254000	5
chr2	134254000	134255000	3
chr2	134789000	134815000	5
chr2	134815000	134861000	2
chr2	135164000	135170000	1
chr2	135170000	135210000	2
chr2	135210000	135238000	1
chr2	136806000	136843000	38
chr2	136843000	136846000	39
chr2	136846000	136847000	40
chr2	136847000	136853000	39
chr2	136853000	136854000	41
chr2	136854000	136872000	42
chr2	136872000	136924000	43
chr2	136924000	136925000	5
chr2	136925000	136926000	3
chr2	136926000	136931000	1
chr2	137006000	137031000	2
chr2	137031000	137042000	1
chr2	137042000	137054000	2
chr2	137054000	137067000	1
chr2	137104000	137111000	1
chr2	137111000	137136000	2
chr2	137136000	137142000	1
chr2	137347000	137352000	1
chr2	137352000	137359000	2
chr2	137359000	137388000	9
chr2	137388000	137397000	10
chr2	137397000	137398000	23
chr2	137398000	137399000	44
chr2	137399000	137400000	51
chr2	137400000	137416000	52
chr2	137416000	137417000	48
chr2	137417000	137418000	47
chr2	137418000	137421000	45
chr2	137421000	137512000	44
chr2	137512000	137524000	46
chr2	137524000	137565000	47
chr2	137565000	137612000	46
chr2	137612000	137613000	45
chr2	137613000	137625000	44
chr2	137625000	137626000	43
chr2	137626000	137640000	31
chr2	137640000	137641000	8
chr2	137641000	137666000	4
chr2	137666000	137676000	5
chr2	137676000	137700000	11
chr2	137700000	137749000	12
chr2	137749000	137761000	13
chr2	137761000	137763000	12
chr2	137763000	137764000	6
chr2	137764000	137765000	5
chr2	137765000	137768000	4
chr2	137768000	137800000	3
chr2	137800000	137846000	5
chr2	137846000	137852000	1
chr2	137888000	137903000	1
chr2	137903000	137904000	9
chr2	137904000	138000000	11
chr2	138143000	138257000	1
chr2	138334000	138401000	2
chr2	138420000	138428000	3
chr2	138428000	138429000	16
chr2	138429000	138583000	19
chr2	138583000	138600000	20
chr2	138600000	138601000	18
chr2	138601000	138602000	16
chr2	138602000	138605000	15
chr2	138605000	138606000	14
chr2	138606000	138607000	13
chr2	138607000	138608000	12
chr2	138608000	138628000	9
chr2	138628000	138631000	5
chr2	138631000	138633000	1
chr2	138887000	138893000	2
chr2	138893000	138894000	5
chr2	138894000	138972000	11
chr2	138972000	138982000	10
chr2	138982000	138983000	7
chr2	138983000	138984000	4
chr2	138984000	139049000	1
chr2	139403000	139404000	1
chr2	139404000	139408000	2
chr2	139408000	139409000	3
chr2	139409000	139411000	5
chr2	139411000	139412000	6
chr2	139412000	139413000	10
chr2	139413000	139414000	11
chr2	139414000	139416000	12
chr2	139416000	139451000	16
chr2	139451000	139454000	12
chr2	139454000	139463000	11
chr2	139463000	139502000	8
chr2	139502000	139506000	9
chr2	139506000	139507000	7
chr2	139507000	139515000	3
chr2	139515000	139516000	6
chr2	139516000	139537000	5
chr2	139537000	139538000	3
chr2	140000000	140003000	2
chr2	140003000	140051000	17
chr2	140051000	140052000	16
chr2	140052000	140078000	15
chr2	140078000	140080000	16
chr2	140080000	140140000	17
chr2	140140000	140315000	13
chr2	140315000	140316000	11
chr2	140316000	140331000	7
chr2	140331000	140335000	1
chr2	140483000	140534000	1
chr2	140534000	140559000	7
chr2	140559000	140562000	8
chr2	140562000	140563000	9
chr2	140563000	140564000	19
chr2	140564000	140565000	18
chr2	140565000	140577000	14
chr2	140577000	140595000	15
chr2	140595000	140599000	4
chr2	140599000	140634000	3
chr2	140634000	140651000	2
chr2	140651000	140660000	8
chr2	140660000	140683000	9
chr2	140683000	140716000	7
chr2	140716000	140717000	8
chr2	140717000	140720000	10
chr2	140720000	140721000	13
chr2	140721000	140723000	37
chr2	140723000	140726000	38
chr2	140726000	140734000	39
chr2	140734000	140749000	41
chr2	140749000	140789000	42
chr2	140789000	140790000	40
chr2	140790000	140794000	36
chr2	140794000	140795000	34
chr2	140795000	140813000	33
chr2	140813000	140823000	35
chr2	140823000	140837000	32
chr2	140837000	140839000	16
chr2	140839000	140841000	15
chr2	140841000	140842000	14
chr2	140842000	140844000	13
chr2	140844000	140845000	3
chr2	140845000	140848000	2
chr2	140848000	140849000	1
chr2	140931000	140959000	3
chr2	140959000	140960000	6
chr2	140960000	140961000	13
chr2	140961000	141002000	16
chr2	141002000	141006000	15
chr2	141006000	141007000	14
chr2	141007000	141050000	13
chr2	141050000	141051000	4
chr2	141134000	141188000	4
chr2	141188000	141190000	5
chr2	141190000	141225000	7
chr2	141225000	141262000	6
chr2	141262000	141263000	5
chr2	141263000	141264000	4
chr2	141264000	141265000	3
chr2	141265000	141267000	2
chr2	141317000	141330000	1
chr2	141330000	141334000	2
chr2	141334000	141335000	5
chr2	141335000	141338000	6
chr2	141338000	141340000	8
chr2	141340000	141341000	9
chr2	141341000	141347000	17
chr2	141347000	141348000	18
chr2	141348000	141363000	19
chr2	141363000	141364000	18
chr2	141364000	141368000	9
chr2	141368000	141387000	8
chr2	141387000	141388000	10
chr2	141388000	141409000	7
chr2	141409000	141436000	9
chr2	141436000	141440000	10
chr2	141440000	141448000	9
chr2	141448000	141449000	7
chr2	141449000	141451000	4
chr2	141451000	141462000	3
chr2	141462000	141463000	4
chr2	141463000	141464000	5
chr2	141464000	141465000	8
chr2	141465000	141505000	10
chr2	141505000	141517000	9
chr2	141517000	141521000	10
chr2	141521000	141522000	9
chr2	141522000	141556000	4
chr2	141556000	141603000	3
chr2	141603000	141605000	4
chr2	141605000	141606000	5
chr2	141606000	141675000	7
chr2	141675000	141689000	5
chr2	141689000	141712000	6
chr2	141712000	141715000	5
chr2	141715000	141716000	6
chr2	141716000	141765000	4
chr2	141765000	141785000	5
chr2	141785000	141806000	6
chr2	141806000	141807000	5
chr2	141807000	141819000	2
chr2	141819000	141854000	7
chr2	141854000	141884000	8
chr2	141884000	141948000	7
chr2	141948000	141954000	9
chr2	141954000	141983000	6
chr2	141983000	141984000	4
chr2	142026000	142027000	2
chr2	142027000	142028000	4
chr2	142028000	142094000	6
chr2	142094000	142124000	4
chr2	142154000	142156000	1
chr2	142156000	142163000	2
chr2	142163000	142165000	4
chr2	142165000	142167000	5
chr2	142167000	142169000	6
chr2	142169000	142170000	7
chr2	142170000	142171000	10
chr2	142171000	142173000	21
chr2	142173000	142174000	25
chr2	142174000	142175000	37
chr2	142175000	142183000	40
chr2	142183000	142208000	41
chr2	142208000	142209000	39
chr2	142209000	142210000	35
chr2	142210000	142211000	14
chr2	142211000	142213000	11
chr2	142213000	142214000	9
chr2	142214000	142215000	6
chr2	142215000	142272000	5
chr2	142272000	142335000	2
chr2	142335000	142336000	5
chr2	142336000	142362000	7
chr2	142362000	142365000	5
chr2	142365000	142366000	3
chr2	142366000	142402000	2
chr2	142402000	142436000	3
chr2	142436000	142438000	4
chr2	142438000	142470000	10
chr2	142470000	142486000	9
chr2	142486000	142487000	7
chr2	142487000	142488000	3
chr2	142488000	142501000	1
chr2	142739000	142758000	1
chr2	142758000	142768000	3
chr2	142768000	142784000	4
chr2	142784000	142814000	5
chr2	142814000	142815000	15
chr2	142815000	142881000	19
chr2	142881000	142882000	8
chr2	142882000	142883000	6
chr2	142883000	142885000	5
chr2	142885000	142940000	4
chr2	142940000	143038000	5
chr2	143038000	143039000	1
chr2	143262000	143561000	1
chr2	143588000	143622000	1
chr2	143622000	143715000	2
chr2	143715000	143717000	4
chr2	143717000	143719000	7
chr2	143719000	143725000	14
chr2	143725000	143842000	12
chr2	143842000	143843000	8
chr2	143843000	143844000	4
chr2	143844000	143873000	1
chr2	143873000	143874000	6
chr2	143874000	143880000	8
chr2	143880000	143910000	7
chr2	143910000	143916000	2
chr2	143957000	143988000	1
chr2	144374000	144377000	1
chr2	144377000	144378000	4
chr2	144378000	144380000	5
chr2	144380000	144381000	8
chr2	144381000	144387000	12
chr2	144387000	144388000	13
chr2	144388000	144433000	15
chr2	144433000	144436000	14
chr2	144436000	144488000	10
chr2	144488000	144504000	11
chr2	144504000	144511000	5
chr2	144511000	144512000	4
chr2	144512000	144526000	3
chr2	144947000	145008000	1
chr2	145008000	145094000	2
chr2	145094000	145106000	1
chr2	145195000	145213000	3
chr2	145213000	145220000	4
chr2	145220000	145272000	5
chr2	145272000	145278000	6
chr2	145278000	145280000	5
chr2	145280000	145292000	9
chr2	145292000	145293000	8
chr2	145293000	145296000	9
chr2	145296000	145297000	11
chr2	145297000	145298000	12
chr2	145298000	145305000	15
chr2	145305000	145306000	16
chr2	145306000	145307000	17
chr2	145307000	145317000	21
chr2	145317000	145334000	22
chr2	145334000	145336000	21
chr2	145336000	145396000	20
chr2	145396000	145397000	19
chr2	145397000	145404000	5
chr2	145404000	145415000	4
chr2	145415000	145516000	8
chr2	145516000	145517000	6
chr2	145517000	145518000	4
chr2	145518000	145519000	3
chr2	145752000	145753000	2
chr2	145753000	145880000	3
chr2	145880000	145881000	2
chr2	146456000	146496000	3
chr2	146756000	146757000	1
chr2	146757000	146758000	8
chr2	146758000	146856000	9
chr2	147564000	147565000	2
chr2	147565000	147581000	5
chr2	147581000	147644000	6
chr2	147644000	147646000	9
chr2	147646000	147648000	10
chr2	147648000	147649000	13
chr2	147649000	147650000	14
chr2	147650000	147651000	15
chr2	147651000	147652000	16
chr2	147652000	147653000	19
chr2	147653000	147656000	20
chr2	147656000	147657000	21
chr2	147657000	147729000	23
chr2	147729000	147730000	21
chr2	147730000	147735000	4
chr2	147735000	147746000	3
chr2	147746000	147752000	2
chr2	147752000	147753000	1
chr2	148182000	148240000	1
chr2	148497000	148505000	1
chr2	148505000	148506000	3
chr2	148506000	148541000	4
chr2	148541000	148569000	5
chr2	148569000	148574000	6
chr2	148574000	148576000	8
chr2	148576000	148577000	13
chr2	148577000	148578000	18
chr2	148578000	148635000	40
chr2	148635000	148636000	36
chr2	148636000	148676000	35
chr2	148676000	148717000	33
chr2	148717000	148800000	39
chr2	148800000	148801000	36
chr2	148801000	148804000	33
chr2	148804000	148805000	20
chr2	148805000	148806000	11
chr2	148806000	148808000	10
chr2	148808000	148816000	9
chr2	148816000	148942000	8
chr2	148942000	148955000	1
chr2	148962000	148963000	1
chr2	148963000	148964000	2
chr2	148964000	148968000	3
chr2	148968000	148969000	13
chr2	148969000	148971000	14
chr2	148971000	148972000	19
chr2	148972000	148974000	24
chr2	148974000	149030000	25
chr2	149030000	149031000	26
chr2	149031000	149050000	25
chr2	149050000	149117000	27
chr2	149117000	149157000	28
chr2	149157000	149167000	2
chr2	149167000	149189000	1
chr2	149219000	149223000	1
chr2	149223000	149224000	2
chr2	149224000	149283000	3
chr2	149283000	149284000	5
chr2	149284000	149287000	6
chr2	149287000	149290000	7
chr2	149290000	149314000	9
chr2	149373000	149375000	1
chr2	149375000	149377000	2
chr2	149377000	149378000	6
chr2	149378000	149379000	7
chr2	149379000	149390000	9
chr2	149390000	149391000	10
chr2	149391000	149392000	11
chr2	149392000	149403000	12
chr2	149403000	149404000	16
chr2	149404000	149551000	18
chr2	149551000	149552000	15
chr2	149552000	149592000	1
chr2	149962000	149968000	1
chr2	149968000	149973000	4
chr2	149973000	149977000	10
chr2	149977000	149980000	14
chr2	149980000	149983000	15
chr2	149983000	149984000	20
chr2	149984000	149986000	43
chr2	149986000	149988000	46
chr2	149988000	150006000	48
chr2	150006000	150014000	49
chr2	150014000	150035000	53
chr2	150035000	150044000	57
chr2	150044000	150054000	55
chr2	150054000	150056000	41
chr2	150056000	150057000	5
chr2	150057000	150059000	3
chr2	150085000	150089000	1
chr2	150089000	150090000	2
chr2	150090000	150119000	12
chr2	150119000	150120000	9
chr2	150393000	150395000	1
chr2	150395000	150433000	4
chr2	150527000	150533000	1
chr2	150533000	150534000	5
chr2	150534000	150582000	11
chr2	150582000	150585000	10
chr2	150585000	150612000	9
chr2	150612000	150616000	10
chr2	150616000	150617000	11
chr2	150617000	150619000	43
chr2	150619000	150620000	46
chr2	150620000	150621000	48
chr2	150621000	150635000	56
chr2	150635000	150676000	57
chr2	150676000	150677000	56
chr2	150677000	150678000	54
chr2	150678000	150679000	59
chr2	150679000	150682000	58
chr2	150682000	150683000	57
chr2	150683000	150686000	56
chr2	150686000	150687000	49
chr2	150687000	150705000	48
chr2	150705000	150707000	43
chr2	150707000	150708000	42
chr2	150708000	150709000	32
chr2	150709000	150710000	30
chr2	150710000	150711000	27
chr2	150711000	150712000	26
chr2	150712000	150714000	25
chr2	150714000	150715000	22
chr2	150715000	150716000	14
chr2	150716000	150717000	11
chr2	150717000	150721000	7
chr2	150721000	150724000	7
chr2	150724000	150725000	8
chr2	150725000	150732000	10
chr2	150732000	150733000	9
chr2	150733000	150736000	8
chr2	150736000	150742000	7
chr2	150742000	150743000	8
chr2	150743000	150751000	9
chr2	150751000	150752000	5
chr2	150752000	150757000	4
chr2	150757000	150890000	3
chr2	150890000	150895000	2
chr2	150934000	150999000	1
chr2	151113000	151249000	1
chr2	151249000	151251000	2
chr2	151251000	151258000	4
chr2	151258000	151262000	5
chr2	151262000	151264000	6
chr2	151264000	151267000	8
chr2	151267000	151309000	12
chr2	151309000	151311000	11
chr2	151311000	151314000	2
chr2	151314000	151318000	1
chr2	151333000	151334000	2
chr2	151334000	151409000	3
chr2	151472000	151530000	1
chr2	151704000	151714000	2
chr2	151714000	151727000	3
chr2	151727000	151730000	4
chr2	151730000	151731000	5
chr2	151731000	151733000	6
chr2	151733000	151734000	7
chr2	151734000	151739000	8
chr2	151739000	151741000	9
chr2	151741000	151758000	12
chr2	151758000	151759000	13
chr2	151759000	151760000	12
chr2	151760000	151764000	11
chr2	151764000	151767000	10
chr2	151767000	151769000	9
chr2	151769000	151770000	10
chr2	151770000	151773000	8
chr2	151773000	151780000	7
chr2	151780000	151876000	7
chr2	151876000	151880000	8
chr2	151880000	151881000	5
chr2	151881000	151887000	4
chr2	151887000	151892000	3
chr2	151892000	151909000	1
chr2	151909000	151982000	6
chr2	151982000	151983000	7
chr2	151983000	151984000	11
chr2	151984000	151987000	12
chr2	151987000	151988000	14
chr2	151988000	152033000	8
chr2	152033000	152041000	3
chr2	152041000	152042000	2
chr2	152728000	152731000	1
chr2	152731000	152738000	2
chr2	152738000	152739000	3
chr2	152739000	152764000	4
chr2	152764000	152783000	5
chr2	152783000	152787000	3
chr2	152787000	152789000	2
chr2	152789000	152803000	1
chr2	152974000	153033000	4
chr2	153033000	153034000	1
chr2	153712000	153716000	1
chr2	153716000	153730000	2
chr2	153730000	153731000	3
chr2	153731000	153733000	4
chr2	153733000	153734000	5
chr2	153734000	153735000	6
chr2	153735000	153738000	8
chr2	153738000	153752000	24
chr2	153752000	153782000	25
chr2	153782000	153784000	24
chr2	153784000	153786000	19
chr2	153786000	153788000	7
chr2	153788000	153789000	3
chr2	153789000	153794000	2
chr2	153794000	153797000	4
chr2	153797000	153809000	5
chr2	153809000	153824000	7
chr2	153824000	153830000	6
chr2	153830000	153843000	3
chr2	153843000	153882000	1
chr2	153922000	153955000	1
chr2	154137000	154151000	1
chr2	154719000	154721000	1
chr2	154721000	154722000	2
chr2	154722000	154723000	4
chr2	154723000	154724000	7
chr2	154724000	154725000	8
chr2	154725000	154726000	10
chr2	154726000	154727000	12
chr2	154727000	154729000	13
chr2	154729000	154730000	22
chr2	154730000	154755000	27
chr2	154755000	154757000	28
chr2	154757000	154758000	29
chr2	154758000	154759000	31
chr2	154759000	154760000	33
chr2	154760000	154761000	39
chr2	154761000	154762000	46
chr2	154762000	154764000	47
chr2	154764000	154807000	48
chr2	154807000	155018000	49
chr2	155018000	155019000	39
chr2	155019000	155020000	15
chr2	155020000	155021000	13
chr2	155021000	155026000	5
chr2	155026000	155030000	4
chr2	155030000	155034000	3
chr2	155034000	155040000	1
chr2	155063000	155073000	1
chr2	155073000	155076000	2
chr2	155076000	155081000	4
chr2	155081000	155082000	7
chr2	155082000	155160000	8
chr2	155160000	155161000	3
chr2	155161000	155162000	2
chr2	155162000	155168000	1
chr2	155556000	155564000	1
chr2	155564000	155565000	2
chr2	155565000	155566000	6
chr2	155566000	155599000	10
chr2	155599000	155606000	12
chr2	155606000	155635000	3
chr2	155635000	155649000	2
chr2	155649000	156122000	1
chr2	156247000	156248000	1
chr2	156248000	156418000	2
chr2	156418000	156437000	12
chr2	156437000	156468000	10
chr2	156468000	156469000	6
chr2	156469000	156470000	4
chr2	156547000	156574000	1
chr2	156574000	156575000	2
chr2	156575000	156767000	5
chr2	156767000	156771000	2
chr2	156771000	156773000	12
chr2	156773000	156867000	11
chr2	156867000	156869000	12
chr2	156869000	156870000	13
chr2	156870000	156890000	20
chr2	156890000	156893000	21
chr2	156893000	156928000	22
chr2	156928000	156930000	23
chr2	156930000	156931000	22
chr2	156931000	156934000	21
chr2	156934000	156935000	23
chr2	156935000	156936000	22
chr2	156936000	156937000	17
chr2	156937000	156941000	16
chr2	156941000	156944000	15
chr2	156944000	156985000	13
chr2	156985000	156989000	15
chr2	156989000	156990000	18
chr2	156990000	156991000	17
chr2	156991000	156992000	16
chr2	156992000	157012000	13
chr2	157012000	157116000	12
chr2	157116000	157117000	13
chr2	157117000	157118000	12
chr2	157118000	157170000	11
chr2	157170000	157171000	10
chr2	157171000	157172000	3
chr2	157172000	157187000	2
chr2	157187000	157213000	1
chr2	157213000	157281000	2
chr2	157281000	157282000	3
chr2	157282000	157462000	4
chr2	157462000	157464000	3
chr2	157464000	157480000	2
chr2	157480000	157481000	3
chr2	157481000	157497000	16
chr2	157497000	157498000	15
chr2	157498000	157526000	14
chr2	157526000	157560000	13
chr2	157560000	157561000	10
chr2	157561000	157563000	9
chr2	157563000	157564000	5
chr2	157564000	157570000	4
chr2	157570000	157593000	5
chr2	157593000	157595000	4
chr2	157595000	157596000	5
chr2	157596000	157600000	4
chr2	157600000	157720000	5
chr2	157720000	157722000	6
chr2	157722000	157723000	5
chr2	157723000	157996000	4
chr2	157996000	158144000	5
chr2	158144000	158150000	3
chr2	158150000	158169000	1
chr2	158284000	158346000	1
chr2	159004000	159008000	1
chr2	159008000	159011000	4
chr2	159011000	159034000	5
chr2	159058000	159059000	4
chr2	159059000	159094000	6
chr2	159094000	159095000	3
chr2	159179000	159187000	2
chr2	159187000	159199000	3
chr2	159199000	159200000	4
chr2	159200000	159257000	22
chr2	159257000	159261000	24
chr2	159261000	159262000	25
chr2	159262000	159263000	32
chr2	159263000	159268000	33
chr2	159268000	159303000	34
chr2	159303000	159304000	28
chr2	159304000	159305000	24
chr2	159305000	159307000	23
chr2	159307000	159309000	2
chr2	159309000	159312000	1
chr2	159421000	159422000	2
chr2	159422000	159424000	3
chr2	159424000	159486000	4
chr2	159486000	159489000	3
chr2	159489000	159491000	1
chr2	159541000	159562000	1
chr2	159562000	159606000	4
chr2	159606000	159609000	5
chr2	159609000	159661000	4
chr2	159661000	159662000	7
chr2	159662000	159663000	8
chr2	159663000	159664000	11
chr2	159664000	159665000	10
chr2	159665000	159666000	8
chr2	159666000	159668000	9
chr2	159668000	159669000	18
chr2	159669000	159670000	20
chr2	159670000	159709000	32
chr2	159709000	159716000	36
chr2	159716000	159718000	37
chr2	159718000	159725000	39
chr2	159725000	159727000	40
chr2	159727000	159730000	43
chr2	159730000	159731000	42
chr2	159731000	159779000	36
chr2	159779000	159800000	35
chr2	159800000	159801000	33
chr2	159801000	159802000	30
chr2	159802000	159803000	24
chr2	159803000	159806000	9
chr2	159806000	159807000	5
chr2	159807000	159809000	3
chr2	159809000	159810000	2
chr2	159810000	159813000	1
chr2	159936000	159941000	1
chr2	159941000	159944000	3
chr2	159944000	159948000	4
chr2	159948000	159949000	6
chr2	159949000	159950000	8
chr2	159950000	159951000	19
chr2	159951000	159952000	21
chr2	159952000	159953000	22
chr2	159953000	159954000	25
chr2	159954000	159955000	30
chr2	159955000	159968000	57
chr2	159968000	159983000	58
chr2	159983000	159985000	59
chr2	159985000	159986000	61
chr2	159986000	160045000	58
chr2	160045000	160061000	54
chr2	160061000	160062000	45
chr2	160062000	160063000	41
chr2	160063000	160065000	38
chr2	160065000	160066000	37
chr2	160066000	160067000	35
chr2	160067000	160068000	13
chr2	160068000	160071000	12
chr2	160071000	160081000	11
chr2	160081000	160085000	10
chr2	160085000	160090000	9
chr2	160090000	160092000	8
chr2	160092000	160093000	4
chr2	160093000	160094000	1
chr2	160234000	160235000	3
chr2	160235000	160236000	4
chr2	160236000	160238000	6
chr2	160238000	160240000	10
chr2	160240000	160241000	13
chr2	160241000	160242000	15
chr2	160242000	160243000	20
chr2	160243000	160282000	23
chr2	160282000	160283000	22
chr2	160283000	160322000	21
chr2	160322000	160327000	18
chr2	160327000	160334000	17
chr2	160334000	160335000	16
chr2	160335000	160336000	8
chr2	160336000	160337000	3
chr2	160337000	160343000	2
chr2	160343000	160363000	1
chr2	160681000	160687000	1
chr2	160687000	160688000	7
chr2	160688000	160753000	11
chr2	160753000	160754000	8
chr2	160754000	160827000	7
chr2	160827000	160850000	6
chr2	160850000	160852000	2
chr2	160894000	160896000	1
chr2	160896000	160915000	15
chr2	160915000	160919000	1
chr2	161005000	161019000	1
chr2	161019000	161020000	2
chr2	161020000	161023000	3
chr2	161023000	161024000	5
chr2	161024000	161025000	8
chr2	161025000	161027000	12
chr2	161027000	161075000	23
chr2	161075000	161076000	24
chr2	161076000	161077000	24
chr2	161077000	161078000	25
chr2	161078000	161079000	29
chr2	161079000	161080000	28
chr2	161080000	161081000	27
chr2	161081000	161162000	28
chr2	161162000	161163000	27
chr2	161163000	161168000	26
chr2	161168000	161216000	24
chr2	161216000	161252000	25
chr2	161252000	161279000	24
chr2	161279000	161282000	24
chr2	161282000	161286000	23
chr2	161286000	161289000	22
chr2	161289000	161296000	21
chr2	161296000	161317000	20
chr2	161317000	161321000	19
chr2	161321000	161328000	18
chr2	161328000	161348000	19
chr2	161348000	161368000	20
chr2	161368000	161369000	21
chr2	161369000	161370000	17
chr2	161370000	161375000	6
chr2	161375000	161379000	5
chr2	161379000	161429000	4
chr2	161442000	161444000	1
chr2	161444000	161446000	2
chr2	161446000	161447000	6
chr2	161447000	161449000	8
chr2	161449000	161494000	12
chr2	161494000	161553000	14
chr2	161553000	161604000	12
chr2	161604000	161605000	13
chr2	161605000	161615000	14
chr2	161615000	161702000	15
chr2	161702000	161704000	16
chr2	161704000	161757000	17
chr2	161757000	161759000	18
chr2	161759000	161760000	24
chr2	161760000	161764000	27
chr2	161764000	161765000	29
chr2	161765000	161766000	28
chr2	161766000	161767000	32
chr2	161767000	161768000	48
chr2	161768000	161769000	51
chr2	161769000	161779000	51
chr2	161779000	161790000	44
chr2	161790000	161791000	43
chr2	161791000	161827000	42
chr2	161827000	161830000	43
chr2	161830000	161855000	42
chr2	161855000	161861000	40
chr2	161861000	161862000	41
chr2	161862000	161864000	42
chr2	161864000	161866000	41
chr2	161866000	161868000	39
chr2	161868000	161869000	38
chr2	161869000	161871000	38
chr2	161871000	161872000	39
chr2	161872000	161873000	38
chr2	161873000	161874000	40
chr2	161874000	161878000	42
chr2	161878000	161879000	42
chr2	161879000	161895000	38
chr2	161895000	161900000	40
chr2	161900000	161901000	41
chr2	161901000	161904000	45
chr2	161904000	161905000	39
chr2	161905000	161912000	38
chr2	161912000	161951000	38
chr2	161951000	161987000	35
chr2	161987000	161988000	25
chr2	161988000	161989000	19
chr2	161989000	161991000	18
chr2	161991000	161992000	16
chr2	161992000	161994000	9
chr2	161994000	161997000	8
chr2	161997000	162006000	7
chr2	162006000	162009000	6
chr2	162009000	162103000	5
chr2	162103000	162110000	2
chr2	162110000	162111000	8
chr2	162111000	162273000	9
chr2	162273000	162278000	10
chr2	162278000	162289000	9
chr2	162289000	162596000	8
chr2	162596000	162734000	9
chr2	162734000	162735000	7
chr2	162795000	162895000	4
chr2	162895000	162897000	3
chr2	162897000	162901000	2
chr2	162924000	162929000	2
chr2	162929000	162930000	3
chr2	162930000	162964000	4
chr2	162964000	162995000	10
chr2	162996000	163015000	5
chr2	163015000	163192000	3
chr2	163192000	163196000	2
chr2	163196000	163214000	1
chr2	163418000	163419000	2
chr2	163419000	163420000	3
chr2	163420000	163496000	5
chr2	163496000	163503000	6
chr2	163503000	163505000	4
chr2	163505000	163506000	3
chr2	163506000	163517000	2
chr2	163517000	163518000	1
chr2	163518000	163529000	5
chr2	163529000	163610000	4
chr2	163610000	163619000	3
chr2	163619000	163621000	4
chr2	163621000	163630000	9
chr2	163630000	163775000	8
chr2	163775000	163790000	2
chr2	163790000	163823000	3
chr2	163823000	163827000	4
chr2	163827000	163828000	5
chr2	163828000	163829000	7
chr2	163829000	163831000	9
chr2	163831000	163837000	12
chr2	163837000	163864000	13
chr2	163864000	163865000	12
chr2	163865000	163899000	10
chr2	163899000	163900000	8
chr2	163900000	163901000	7
chr2	163901000	163902000	6
chr2	163902000	163911000	5
chr2	163911000	164009000	4
chr2	164009000	164079000	5
chr2	164079000	164080000	4
chr2	164080000	164189000	2
chr2	164217000	164218000	1
chr2	164218000	164406000	2
chr2	164406000	164408000	4
chr2	164408000	164410000	3
chr2	164410000	164411000	2
chr2	164411000	164412000	3
chr2	164412000	164440000	5
chr2	164440000	164441000	4
chr2	164441000	164443000	2
chr2	164553000	164559000	8
chr2	164559000	164602000	9
chr2	164602000	164608000	7
chr2	164608000	164609000	6
chr2	164609000	164613000	4
chr2	164613000	164614000	3
chr2	164614000	164619000	2
chr2	164851000	164931000	1
chr2	165060000	165167000	1
chr2	165556000	165630000	6
chr2	165630000	165631000	8
chr2	165631000	165723000	9
chr2	165723000	165732000	6
chr2	165732000	165733000	3
chr2	165733000	165734000	1
chr2	166729000	166944000	1
chr2	166994000	167019000	1
chr2	167133000	167136000	1
chr2	167136000	167150000	2
chr2	167150000	167165000	3
chr2	167165000	167166000	4
chr2	167166000	167167000	8
chr2	167167000	167185000	47
chr2	167185000	167194000	59
chr2	167194000	167229000	58
chr2	167229000	167236000	57
chr2	167236000	167237000	52
chr2	167237000	167238000	8
chr2	167238000	167239000	3
chr2	167239000	167242000	1
chr2	167494000	167569000	1
chr2	167569000	167570000	2
chr2	167570000	167571000	4
chr2	167571000	167573000	9
chr2	167573000	167605000	10
chr2	167605000	167606000	11
chr2	167606000	167609000	12
chr2	167609000	167610000	13
chr2	167610000	167611000	14
chr2	167611000	167635000	15
chr2	167635000	167636000	17
chr2	167636000	167637000	19
chr2	167637000	167638000	22
chr2	167638000	167640000	23
chr2	167640000	167652000	23
chr2	167652000	167669000	22
chr2	167669000	167687000	23
chr2	167687000	167688000	21
chr2	167688000	167704000	18
