chrom	start	end	frequency
chr1	160585000	160588000	5
chr1	160588000	160612000	4
chr1	160612000	160615000	5
chr1	160615000	160616000	6
chr1	160616000	160621000	8
chr1	160621000	160642000	7
chr1	160642000	160643000	6
chr1	160643000	160644000	4
chr1	160644000	160653000	3
chr1	160674000	160679000	1
chr1	160679000	160680000	2
chr1	160680000	160695000	8
chr1	160695000	160709000	9
chr1	160709000	160730000	11
chr1	160730000	160731000	10
chr1	160731000	160734000	9
chr1	160734000	160735000	4
chr1	160735000	160736000	1
chr1	161631000	161677000	1
chr1	161677000	161682000	3
chr1	161682000	161684000	4
chr1	161684000	161685000	12
chr1	161685000	161701000	14
chr1	161701000	161710000	15
chr1	161710000	161713000	13
chr1	161713000	161715000	10
chr1	161715000	161722000	5
chr1	161722000	161776000	6
chr1	161776000	161777000	5
chr1	161777000	161782000	4
chr1	161782000	161796000	3
chr1	161929000	161930000	3
chr1	161930000	161939000	5
chr1	161939000	161940000	6
chr1	161940000	161948000	7
chr1	161948000	161961000	10
chr1	161961000	161963000	7
chr1	161963000	161978000	3
chr1	161978000	161993000	2
chr1	162346000	162353000	1
chr1	162353000	162437000	2
chr1	162437000	162443000	4
chr1	162443000	162444000	2
chr1	162444000	162459000	15
chr1	162459000	162473000	3
chr1	162498000	162516000	3
chr1	162516000	162574000	6
chr1	162574000	162577000	7
chr1	162577000	162579000	8
chr1	162579000	162601000	7
chr1	162601000	162604000	11
chr1	162604000	162610000	10
chr1	162610000	162621000	9
chr1	162621000	162650000	8
chr1	162650000	162755000	6
chr1	162755000	162756000	5
chr1	162756000	162759000	3
chr1	162759000	162774000	2
chr1	162774000	162811000	1
chr1	162811000	162827000	2
chr1	162827000	162833000	1
chr1	162833000	162845000	2
chr1	162845000	162852000	1
chr1	162852000	162853000	2
chr1	162853000	162887000	4
chr1	162887000	162889000	11
chr1	162889000	162896000	15
chr1	162896000	162909000	17
chr1	162909000	162910000	16
chr1	162910000	162911000	15
chr1	162911000	162922000	13
chr1	162922000	162937000	12
chr1	162937000	162938000	11
chr1	162938000	162939000	10
chr1	162939000	162940000	8
chr1	162940000	162953000	6
chr1	162953000	162958000	5
chr1	162958000	162969000	4
chr1	162969000	162974000	3
chr1	162974000	162975000	2
chr1	162975000	162986000	1
chr1	163044000	163055000	1
chr1	163055000	163058000	2
chr1	163058000	163059000	3
chr1	163059000	163141000	5
chr1	163141000	163142000	3
chr1	163145000	163179000	1
chr1	163179000	163202000	2
chr1	163202000	163342000	1
chr1	163342000	163343000	3
chr1	163343000	163344000	2
chr1	163344000	163345000	3
chr1	163345000	163425000	7
chr1	163425000	163426000	5
chr1	163426000	163446000	4
chr1	163446000	163463000	5
chr1	163463000	163467000	6
chr1	163467000	163468000	7
chr1	163468000	163469000	11
chr1	163469000	163473000	25
chr1	163473000	163477000	23
chr1	163477000	163480000	22
chr1	163480000	163487000	24
chr1	163487000	163503000	23
chr1	163503000	163504000	8
chr1	163504000	163506000	5
chr1	163506000	163507000	4
chr1	163507000	163508000	2
chr1	163508000	163509000	1
chr1	163573000	163574000	3
chr1	163574000	163575000	5
chr1	163575000	163577000	10
chr1	163577000	163578000	11
chr1	163578000	163580000	13
chr1	163580000	163589000	24
chr1	163589000	163643000	25
chr1	163643000	163700000	24
chr1	163700000	163743000	23
chr1	163743000	163744000	25
chr1	163744000	163745000	24
chr1	163745000	163746000	26
chr1	163746000	163771000	24
chr1	163771000	163772000	16
chr1	163772000	163773000	15
chr1	163773000	163774000	16
chr1	163774000	163818000	15
chr1	163818000	163820000	5
chr1	163820000	163828000	21
chr1	163828000	163845000	20
chr1	163845000	163849000	23
chr1	163849000	163850000	29
chr1	163850000	163853000	28
chr1	163853000	163854000	29
chr1	163854000	163855000	28
chr1	163855000	163860000	27
chr1	163860000	163886000	26
chr1	163886000	163901000	24
chr1	163901000	163941000	23
chr1	163941000	163943000	24
chr1	163943000	163946000	15
chr1	163946000	163974000	21
chr1	163974000	163987000	22
chr1	163987000	164036000	24
chr1	164036000	164066000	25
chr1	164066000	164067000	26
chr1	164067000	164069000	31
chr1	164069000	164079000	29
chr1	164079000	164088000	32
chr1	164088000	164090000	33
chr1	164090000	164098000	42
chr1	164098000	164099000	41
chr1	164099000	164110000	40
chr1	164110000	164123000	39
chr1	164123000	164127000	40
chr1	164127000	164142000	41
chr1	164142000	164148000	34
chr1	164148000	164149000	35
chr1	164149000	164174000	36
chr1	164174000	164175000	37
chr1	164175000	164182000	36
chr1	164182000	164183000	35
chr1	164183000	164186000	34
chr1	164186000	164211000	35
chr1	164211000	164212000	36
chr1	164212000	164215000	37
chr1	164215000	164217000	36
chr1	164217000	164221000	37
chr1	164221000	164238000	35
chr1	164238000	164239000	37
chr1	164239000	164240000	39
chr1	164240000	164248000	44
chr1	164248000	164249000	45
chr1	164249000	164253000	49
chr1	164253000	164254000	50
chr1	164254000	164255000	31
chr1	164255000	164257000	30
chr1	164257000	164259000	29
chr1	164259000	164260000	28
chr1	164260000	164274000	25
chr1	164274000	164280000	24
chr1	164280000	164305000	22
chr1	164305000	164336000	20
chr1	164336000	164353000	21
chr1	164353000	164370000	19
chr1	164370000	164375000	19
chr1	164375000	164383000	18
chr1	164383000	164394000	17
chr1	164394000	164397000	16
chr1	164397000	164398000	15
chr1	164398000	164401000	13
chr1	164401000	164402000	11
chr1	164402000	164411000	14
chr1	164411000	164412000	13
chr1	164412000	164419000	6
chr1	164419000	164438000	7
chr1	164438000	164442000	8
chr1	164442000	164443000	7
chr1	164443000	164444000	6
chr1	164444000	164445000	3
chr1	164445000	164449000	5
chr1	164449000	164469000	6
chr1	164469000	164471000	7
chr1	164471000	164472000	10
chr1	164472000	164475000	11
chr1	164475000	164476000	15
chr1	164476000	164477000	17
chr1	164477000	164478000	18
chr1	164478000	164481000	19
chr1	164481000	164482000	18
chr1	164482000	164486000	19
chr1	164486000	164487000	24
chr1	164487000	164488000	31
chr1	164488000	164489000	45
chr1	164489000	164490000	49
chr1	164490000	164491000	66
chr1	164491000	164492000	77
chr1	164492000	164493000	117
chr1	164493000	164495000	118
chr1	164495000	164496000	119
chr1	164496000	164505000	125
chr1	164505000	164521000	126
chr1	164521000	164527000	121
chr1	164527000	164528000	75
chr1	164528000	164529000	69
chr1	164529000	164530000	44
chr1	164530000	164536000	55
chr1	164536000	164537000	56
chr1	164537000	164541000	57
chr1	164541000	164546000	55
chr1	164546000	164549000	54
chr1	164549000	164551000	43
chr1	164551000	164553000	44
chr1	164553000	164554000	43
chr1	164554000	164555000	41
chr1	164555000	164557000	39
chr1	164557000	164558000	66
chr1	164558000	164589000	79
chr1	164589000	164596000	76
chr1	164596000	164599000	75
chr1	164599000	164600000	47
chr1	164600000	164601000	27
chr1	164601000	164602000	14
chr1	164602000	164605000	8
chr1	164605000	164608000	5
chr1	164608000	164609000	4
chr1	164609000	164616000	2
chr1	164616000	164620000	1
chr1	164620000	164623000	3
chr1	164623000	164644000	4
chr1	164644000	164646000	3
chr1	164646000	164651000	4
chr1	164651000	164653000	5
chr1	164653000	164654000	3
chr1	164654000	164673000	2
chr1	164673000	164697000	1
chr1	164894000	164896000	1
chr1	164896000	164919000	9
chr1	164929000	164956000	2
chr1	164956000	164957000	3
chr1	164957000	164963000	7
chr1	164963000	164977000	5
chr1	164977000	164984000	7
chr1	164984000	164996000	8
chr1	164996000	164997000	9
chr1	164997000	165001000	10
chr1	165001000	165011000	9
chr1	165011000	165025000	10
chr1	165025000	165028000	11
chr1	165028000	165029000	12
chr1	165029000	165032000	15
chr1	165032000	165033000	16
chr1	165033000	165051000	15
chr1	165051000	165087000	16
chr1	165087000	165088000	14
chr1	165088000	165093000	13
chr1	165093000	165107000	12
chr1	165107000	165109000	11
chr1	165109000	165112000	10
chr1	165112000	165113000	5
chr1	165113000	165115000	4
chr1	165115000	165124000	3
chr1	165124000	165127000	4
chr1	165127000	165128000	8
chr1	165128000	165129000	11
chr1	165129000	165131000	14
chr1	165131000	165133000	19
chr1	165133000	165153000	22
chr1	165153000	165156000	21
chr1	165156000	165160000	20
chr1	165160000	165181000	22
chr1	165181000	165182000	21
chr1	165182000	165183000	8
chr1	165183000	165184000	7
chr1	165184000	165188000	6
chr1	165188000	165192000	4
chr1	165192000	165194000	3
chr1	165194000	165196000	4
chr1	165196000	165197000	6
chr1	165197000	165198000	8
chr1	165198000	165248000	20
chr1	165248000	165251000	21
chr1	165251000	165255000	19
chr1	165255000	165257000	20
chr1	165257000	165260000	17
chr1	165260000	165261000	15
chr1	165261000	165278000	16
chr1	165278000	165279000	14
chr1	165279000	165285000	10
chr1	165285000	165291000	8
chr1	165291000	165295000	17
chr1	165295000	165312000	18
chr1	165312000	165314000	19
chr1	165314000	165315000	20
chr1	165315000	165316000	21
chr1	165316000	165327000	20
chr1	165327000	165328000	17
chr1	165328000	165331000	16
chr1	165331000	165342000	15
chr1	165342000	165343000	14
chr1	165343000	165344000	13
chr1	165344000	165347000	11
chr1	165347000	165350000	10
chr1	165350000	165366000	11
chr1	165366000	165367000	12
chr1	165367000	165368000	11
chr1	165368000	165371000	12
chr1	165371000	165372000	13
chr1	165372000	165373000	14
chr1	165373000	165387000	10
chr1	165387000	165394000	8
chr1	165394000	165410000	7
chr1	165410000	165411000	4
chr1	165411000	165427000	3
chr1	165427000	165457000	4
chr1	165464000	165509000	1
chr1	165509000	165515000	2
chr1	165515000	165522000	3
chr1	165522000	165523000	5
chr1	165523000	165524000	8
chr1	165524000	165560000	13
chr1	165560000	165561000	7
chr1	165561000	165562000	4
chr1	165562000	165573000	3
chr1	165573000	165591000	4
chr1	165591000	165606000	3
chr1	165606000	165621000	4
chr1	165621000	165654000	1
chr1	165654000	165664000	2
chr1	165664000	165682000	3
chr1	165682000	165684000	4
chr1	165684000	165781000	5
chr1	165781000	165782000	4
chr1	165782000	165808000	3
chr1	165808000	165809000	1
chr1	165831000	165910000	4
chr1	166002000	166014000	2
chr1	166014000	166021000	3
chr1	166021000	166044000	8
chr1	166044000	166048000	12
chr1	166048000	166049000	14
chr1	166049000	166052000	15
chr1	166052000	166053000	19
chr1	166053000	166054000	23
chr1	166054000	166060000	24
chr1	166060000	166166000	23
chr1	166166000	166176000	22
chr1	166176000	166201000	21
chr1	166201000	166221000	23
chr1	166221000	166228000	22
chr1	166228000	166229000	21
chr1	166229000	166278000	18
chr1	166278000	166295000	19
chr1	166295000	166299000	18
chr1	166299000	166304000	16
chr1	166304000	166309000	15
chr1	166309000	166329000	14
chr1	166329000	166346000	9
chr1	166346000	166348000	8
chr1	166348000	166349000	9
chr1	166349000	166350000	6
chr1	166350000	166358000	4
chr1	166358000	166359000	4
chr1	166359000	166365000	3
chr1	166365000	166366000	3
chr1	166366000	166376000	12
chr1	166376000	166429000	18
chr1	166429000	166438000	17
chr1	166438000	166442000	19
chr1	166442000	166449000	20
chr1	166449000	166460000	19
chr1	166460000	166461000	7
chr1	166461000	166462000	12
chr1	166462000	166466000	10
chr1	166466000	166471000	9
chr1	166471000	166490000	8
chr1	166490000	166501000	5
chr1	166501000	166504000	6
chr1	166504000	166508000	8
chr1	166508000	166509000	17
chr1	166509000	166511000	18
chr1	166511000	166512000	19
chr1	166512000	166522000	14
chr1	166522000	166536000	16
chr1	166536000	166537000	18
chr1	166537000	166555000	19
chr1	166555000	166556000	18
chr1	166556000	166557000	8
chr1	166557000	166558000	7
chr1	166558000	166560000	6
chr1	166560000	166561000	5
chr1	166561000	166591000	2
chr1	166591000	166592000	1
chr1	166614000	166620000	1
chr1	166620000	166668000	3
chr1	166668000	166693000	1
chr1	167489000	167490000	2
chr1	167490000	167515000	3
chr1	167515000	167517000	4
chr1	167517000	167529000	3
chr1	167529000	167567000	1
chr1	167567000	167568000	2
chr1	167568000	167571000	3
chr1	167571000	167572000	9
chr1	167572000	167606000	18
chr1	167606000	167607000	17
chr1	167607000	167614000	15
chr1	167614000	167620000	10
chr1	167620000	167621000	8
chr1	167621000	167622000	3
chr1	167622000	167627000	2
chr1	167627000	167632000	1
chr1	167632000	167641000	2
chr1	167641000	167646000	4
chr1	167646000	167647000	5
chr1	167647000	167661000	6
chr1	167661000	167669000	7
chr1	167669000	167705000	8
chr1	167705000	167795000	1
chr1	167811000	167813000	1
chr1	167813000	167836000	3
chr1	167836000	167837000	7
chr1	167837000	167854000	8
chr1	167854000	167855000	7
chr1	167855000	167874000	6
chr1	167874000	167905000	10
chr1	167905000	167960000	11
chr1	167960000	168043000	12
chr1	168043000	168056000	11
chr1	168056000	168106000	10
chr1	168106000	168124000	9
chr1	168124000	168133000	6
chr1	168133000	168135000	8
chr1	168135000	168137000	6
chr1	168137000	168169000	5
chr1	168533000	168537000	1
chr1	168537000	168590000	2
chr1	168709000	168744000	1
chr1	168801000	168838000	1
chr1	168990000	169013000	3
chr1	169015000	169017000	6
chr1	169017000	169047000	7
chr1	169047000	169052000	6
chr1	169052000	169053000	3
chr1	169086000	169456000	2
chr1	169456000	169487000	4
chr1	169487000	169521000	5
chr1	169521000	169524000	7
chr1	169524000	169525000	6
chr1	169525000	169526000	5
chr1	169526000	169528000	4
chr1	169528000	169562000	2
chr1	169562000	169572000	1
chr1	169709000	169846000	3
chr1	169846000	169888000	2
chr1	169888000	169891000	3
chr1	169891000	169933000	1
chr1	169960000	169961000	1
chr1	169961000	169962000	3
chr1	169962000	170003000	5
chr1	170003000	170004000	1
chr1	170087000	170131000	4
chr1	170131000	170134000	6
chr1	170134000	170135000	7
chr1	170135000	170136000	8
chr1	170136000	170137000	12
chr1	170137000	170138000	13
chr1	170138000	170139000	19
chr1	170139000	170140000	94
chr1	170140000	170145000	96
chr1	170145000	170171000	98
chr1	170171000	170172000	91
chr1	170172000	170173000	93
chr1	170173000	170175000	92
chr1	170175000	170180000	90
chr1	170180000	170181000	45
chr1	170181000	170182000	42
chr1	170182000	170183000	37
chr1	170183000	170184000	36
chr1	170184000	170185000	35
chr1	170185000	170186000	34
chr1	170186000	170192000	33
chr1	170192000	170197000	32
chr1	170197000	170198000	31
chr1	170198000	170199000	27
chr1	170199000	170222000	26
chr1	170222000	170223000	28
chr1	170223000	170225000	29
chr1	170225000	170226000	9
chr1	170226000	170228000	5
chr1	170228000	170247000	4
chr1	170247000	170273000	3
chr1	170273000	170277000	5
chr1	170277000	170278000	6
chr1	170278000	170360000	7
chr1	170360000	170362000	8
chr1	170362000	170375000	12
chr1	170375000	170376000	17
chr1	170376000	170411000	18
chr1	170411000	170498000	19
chr1	170498000	170508000	18
chr1	170508000	170509000	15
chr1	170509000	170532000	12
chr1	170532000	170546000	9
chr1	170546000	170549000	8
chr1	170549000	170550000	5
chr1	170550000	170552000	4
chr1	170552000	170557000	2
chr1	170557000	170562000	1
chr1	171121000	171127000	1
chr1	171127000	171128000	2
chr1	171128000	171196000	6
chr1	171196000	171198000	3
chr1	171224000	171343000	1
chr1	171458000	171650000	1
chr1	171892000	171946000	3
chr1	171946000	171948000	1
chr1	172091000	172092000	1
chr1	172092000	172156000	2
chr1	172156000	172157000	1
chr1	173150000	173172000	1
chr1	173302000	173329000	1
chr1	173329000	173330000	2
chr1	173330000	173331000	3
chr1	173331000	173332000	10
chr1	173332000	173336000	11
chr1	173336000	173337000	12
chr1	173337000	173341000	13
chr1	173341000	173342000	14
chr1	173342000	173344000	15
chr1	173344000	173346000	16
chr1	173346000	173347000	19
chr1	173347000	173348000	28
chr1	173348000	173349000	33
chr1	173349000	173350000	40
chr1	173350000	173351000	46
chr1	173351000	173352000	49
chr1	173352000	173353000	51
chr1	173353000	173355000	52
chr1	173355000	173370000	54
chr1	173370000	173371000	55
chr1	173371000	173372000	56
chr1	173372000	173380000	58
chr1	173380000	173385000	59
chr1	173385000	173387000	62
chr1	173387000	173388000	63
chr1	173388000	173470000	67
chr1	173470000	173471000	11
chr1	173471000	173473000	6
chr1	173473000	173475000	4
chr1	173475000	173477000	3
chr1	173477000	173483000	1
chr1	175106000	175112000	2
chr1	175112000	175114000	3
chr1	175114000	175115000	4
chr1	175115000	175120000	6
chr1	175120000	175143000	7
chr1	175143000	175146000	1
chr1	175270000	175273000	1
chr1	175273000	175274000	2
chr1	175274000	175278000	3
chr1	175278000	175283000	4
chr1	175283000	175284000	20
chr1	175284000	175329000	21
chr1	175329000	175365000	20
chr1	175365000	175368000	19
chr1	175368000	175378000	18
chr1	175378000	175385000	19
chr1	175385000	175388000	20
chr1	175388000	175390000	17
chr1	175390000	175393000	11
chr1	175393000	175394000	13
chr1	175394000	175395000	10
chr1	175395000	175422000	8
chr1	175422000	175424000	1
chr1	175428000	175429000	1
chr1	175429000	175438000	2
chr1	175438000	175472000	3
chr1	175472000	175475000	2
chr1	175475000	175522000	1
chr1	175522000	175523000	2
chr1	175523000	175524000	3
chr1	175524000	175525000	5
chr1	175525000	175528000	6
chr1	175528000	175529000	6
chr1	175529000	175557000	8
chr1	175557000	175560000	9
chr1	175560000	175562000	6
chr1	175562000	175620000	4
chr1	175620000	175622000	3
chr1	175622000	175623000	2
chr1	175623000	175629000	3
chr1	175629000	175657000	4
chr1	175657000	175668000	3
chr1	175668000	175669000	1
chr1	176123000	176175000	1
chr1	177009000	177015000	4
chr1	177015000	177058000	6
chr1	177274000	177292000	1
chr1	177292000	177294000	3
chr1	177294000	177401000	4
chr1	177765000	177776000	2
chr1	177776000	177777000	3
chr1	177777000	177778000	6
chr1	177778000	177779000	8
chr1	177779000	177837000	24
chr1	177837000	177838000	21
chr1	177838000	177843000	22
chr1	177843000	177844000	21
chr1	177844000	177884000	25
chr1	177884000	177887000	26
chr1	177887000	177888000	28
chr1	177888000	177889000	39
chr1	177889000	177897000	54
chr1	177897000	177903000	51
chr1	177903000	177909000	52
chr1	177909000	177910000	51
chr1	177910000	177911000	24
chr1	177911000	177912000	22
chr1	177912000	177913000	21
chr1	177913000	177919000	13
chr1	177919000	177926000	12
chr1	177926000	177932000	11
chr1	177932000	177934000	10
chr1	177934000	177935000	9
chr1	177935000	177937000	2
chr1	177937000	177938000	1
chr1	178909000	178916000	1
chr1	178916000	178930000	2
chr1	178930000	178935000	4
chr1	178935000	178961000	3
chr1	178961000	178966000	2
chr1	178966000	178967000	1
chr1	179158000	179159000	1
chr1	179159000	179161000	3
chr1	179161000	179162000	5
chr1	179162000	179163000	8
chr1	179163000	179164000	9
chr1	179164000	179165000	10
chr1	179165000	179166000	11
chr1	179166000	179167000	17
chr1	179167000	179168000	57
chr1	179168000	179237000	59
chr1	179237000	179238000	62
chr1	179238000	179261000	63
chr1	179261000	179267000	65
chr1	179267000	179304000	66
chr1	179304000	179305000	64
chr1	179305000	179306000	8
chr1	179306000	179307000	6
chr1	179307000	179308000	5
chr1	179308000	179310000	4
chr1	179310000	179426000	3
chr1	179426000	179428000	2
chr1	179428000	179442000	1
chr1	179442000	179449000	2
chr1	179449000	179464000	1
chr1	179496000	179501000	1
chr1	179501000	179568000	2
chr1	179568000	179584000	4
chr1	179584000	179587000	3
chr1	179587000	179624000	2
chr1	179624000	179626000	1
chr1	179905000	180120000	1
chr1	180227000	180228000	1
chr1	180228000	180234000	2
chr1	180234000	180306000	3
chr1	180306000	180307000	2
chr1	180307000	180314000	1
chr1	180528000	180532000	1
chr1	180532000	180564000	2
chr1	180564000	180565000	1
chr1	181486000	181528000	1
chr1	181786000	181788000	1
chr1	181788000	181826000	2
chr1	181826000	181828000	1
chr1	182519000	182520000	2
chr1	182520000	182541000	14
chr1	182541000	182543000	5
chr1	182543000	182554000	1
chr1	183159000	183172000	4
chr1	183172000	183182000	5
chr1	183182000	183183000	10
chr1	183183000	183184000	16
chr1	183184000	183248000	20
chr1	183248000	183249000	19
chr1	183249000	183262000	18
chr1	183262000	183264000	20
chr1	183264000	183270000	21
chr1	183270000	183279000	23
chr1	183279000	183283000	12
chr1	183283000	183339000	10
chr1	183339000	183340000	9
chr1	183340000	183344000	8
chr1	183344000	183345000	7
chr1	183345000	183398000	3
chr1	183398000	183399000	1
chr1	183399000	183403000	3
chr1	183403000	183405000	4
chr1	183405000	183419000	3
chr1	183419000	183552000	4
chr1	183552000	183614000	7
chr1	183614000	183622000	6
chr1	183622000	183624000	8
chr1	183624000	183761000	9
chr1	183761000	183765000	8
chr1	183765000	183767000	7
chr1	183767000	183768000	6
chr1	183768000	183781000	7
chr1	183781000	183782000	6
chr1	183782000	183788000	5
chr1	183788000	183830000	6
chr1	183830000	183849000	5
chr1	183849000	183851000	3
chr1	183851000	183852000	2
chr1	183852000	183853000	1
chr1	184409000	184437000	1
chr1	184598000	184614000	1
chr1	184614000	184615000	2
chr1	184615000	184616000	3
chr1	184616000	184617000	6
chr1	184617000	184618000	7
chr1	184618000	184619000	10
chr1	184619000	184625000	12
chr1	184625000	184626000	16
chr1	184626000	184629000	23
chr1	184629000	184632000	24
chr1	184632000	184633000	25
chr1	184633000	184634000	27
chr1	184634000	184635000	28
chr1	184635000	184636000	36
chr1	184636000	184637000	38
chr1	184637000	184638000	39
chr1	184638000	184639000	42
chr1	184639000	184640000	44
chr1	184640000	184641000	51
chr1	184641000	184642000	53
chr1	184642000	184643000	111
chr1	184643000	184656000	128
chr1	184656000	184662000	127
chr1	184662000	184676000	128
chr1	184676000	184723000	129
chr1	184723000	184728000	127
chr1	184728000	184729000	55
chr1	184729000	184730000	47
chr1	184730000	184731000	45
chr1	184731000	184732000	43
chr1	184732000	184734000	42
chr1	184734000	184735000	31
chr1	184735000	184736000	25
chr1	184736000	184737000	24
chr1	184737000	184738000	22
chr1	184738000	184739000	21
chr1	184739000	184740000	21
chr1	184740000	184741000	19
chr1	184741000	184743000	18
chr1	184743000	184745000	17
chr1	184745000	184748000	16
chr1	184748000	184750000	15
chr1	184750000	184771000	14
chr1	184771000	184782000	15
chr1	184782000	184845000	16
chr1	184845000	184882000	15
chr1	184882000	184885000	10
chr1	184885000	184888000	9
chr1	184888000	184889000	10
chr1	184889000	184890000	8
chr1	184890000	184899000	7
chr1	184899000	184903000	8
chr1	184903000	184909000	7
chr1	184909000	184910000	11
chr1	184910000	184924000	13
chr1	184924000	184938000	14
chr1	184938000	184948000	16
chr1	184948000	184952000	14
chr1	184952000	184954000	15
chr1	184954000	184956000	17
chr1	184956000	184957000	18
chr1	184957000	184959000	18
chr1	184959000	184960000	20
chr1	184960000	184961000	21
chr1	184961000	185121000	23
chr1	185121000	185125000	24
chr1	185125000	185131000	26
chr1	185131000	185142000	25
chr1	185142000	185143000	26
chr1	185143000	185157000	25
chr1	185157000	185184000	26
chr1	185184000	185186000	27
chr1	185186000	185216000	28
chr1	185216000	185223000	27
chr1	185223000	185290000	28
chr1	185290000	185291000	26
chr1	185291000	185315000	25
chr1	185315000	185339000	23
chr1	185339000	185361000	21
chr1	185361000	185376000	28
chr1	185376000	185377000	29
chr1	185377000	185378000	17
chr1	185378000	185381000	16
chr1	185381000	185383000	14
chr1	185383000	185384000	12
chr1	185384000	185385000	11
chr1	185385000	185387000	10
chr1	185387000	185401000	8
chr1	185401000	185402000	10
chr1	185402000	185424000	11
chr1	185424000	185429000	15
chr1	185429000	185431000	10
chr1	185431000	185433000	9
chr1	185433000	185437000	8
chr1	185437000	185449000	6
chr1	185449000	185451000	4
chr1	185451000	185457000	3
chr1	185457000	185458000	4
chr1	185458000	185478000	5
chr1	185478000	185494000	4
chr1	185494000	185504000	5
chr1	185504000	185629000	3
chr1	185629000	185697000	2
chr1	185970000	185996000	1
chr1	185996000	186093000	4
chr1	186093000	186150000	1
chr1	186285000	186290000	1
chr1	186290000	186291000	7
chr1	186291000	186379000	10
chr1	186379000	186380000	8
chr1	186380000	186403000	1
chr1	186495000	186499000	3
chr1	186499000	186500000	5
chr1	186500000	186501000	6
chr1	186501000	186502000	16
chr1	186502000	186537000	17
chr1	186537000	186538000	18
chr1	186538000	186539000	19
chr1	186539000	186540000	20
chr1	186540000	186541000	22
chr1	186541000	186543000	24
chr1	186543000	186544000	26
chr1	186544000	186545000	32
chr1	186545000	186547000	49
chr1	186547000	186548000	50
chr1	186548000	186552000	52
chr1	186552000	186553000	53
chr1	186553000	186603000	57
chr1	186603000	186611000	56
chr1	186611000	186612000	55
chr1	186612000	186613000	18
chr1	186613000	186614000	12
chr1	186614000	186615000	9
chr1	186615000	186618000	8
chr1	186618000	186619000	5
chr1	186619000	186620000	3
chr1	186620000	186621000	2
chr1	186621000	186635000	1
chr1	187076000	187103000	2
chr1	187103000	187109000	4
chr1	187109000	187110000	7
chr1	187110000	187162000	16
chr1	187162000	187163000	11
chr1	187163000	187218000	10
chr1	187218000	187219000	9
chr1	187219000	187220000	5
chr1	187220000	187225000	4
chr1	187225000	187226000	3
chr1	187226000	187234000	2
chr1	187296000	187333000	1
chr1	187379000	187411000	1
chr1	187411000	187415000	2
chr1	187415000	187430000	3
chr1	187430000	187438000	2
chr1	187438000	187440000	1
chr1	187607000	187716000	1
chr1	187716000	187720000	2
chr1	187720000	187754000	4
chr1	187754000	187756000	1
chr1	187968000	188066000	1
chr1	188657000	188711000	1
chr1	188939000	188944000	3
chr1	188944000	189053000	4
chr1	190304000	190373000	1
chr1	190549000	190560000	2
chr1	190560000	190592000	44
chr1	190592000	190628000	50
chr1	190628000	190629000	40
chr1	190629000	190630000	13
chr1	190630000	190632000	11
chr1	190632000	190633000	9
chr1	190633000	190635000	8
chr1	190635000	190644000	5
chr1	190644000	190649000	2
chr1	190649000	190661000	1
chr1	190675000	190677000	1
chr1	190677000	190679000	2
chr1	190679000	190680000	3
chr1	190680000	190682000	4
chr1	190682000	190683000	5
chr1	190683000	190684000	8
chr1	190684000	190685000	13
chr1	190685000	190691000	22
chr1	190691000	190692000	23
chr1	190692000	190693000	25
chr1	190693000	190694000	27
chr1	190694000	190695000	29
chr1	190695000	190696000	43
chr1	190696000	190707000	44
chr1	190707000	190766000	45
chr1	190766000	190832000	46
chr1	190832000	190899000	45
chr1	190899000	190900000	41
chr1	190900000	190903000	40
chr1	190903000	190904000	36
chr1	190904000	190907000	35
chr1	190907000	190909000	34
chr1	190909000	190910000	33
chr1	190910000	190911000	31
chr1	190911000	190924000	30
chr1	190924000	190925000	27
chr1	190925000	190926000	9
chr1	190926000	190927000	1
chr1	191077000	191086000	1
chr1	191086000	191087000	2
chr1	191087000	191089000	3
chr1	191089000	191090000	12
chr1	191090000	191091000	15
chr1	191091000	191092000	16
chr1	191092000	191141000	65
chr1	191141000	191151000	63
chr1	191151000	191152000	21
chr1	191152000	191154000	15
chr1	191154000	191156000	5
chr1	191156000	191157000	4
chr1	191157000	191158000	2
chr1	191158000	191159000	1
chr1	191430000	191433000	3
chr1	191433000	191492000	5
chr1	191492000	191745000	4
chr1	191745000	191867000	5
chr1	191867000	191927000	6
chr1	192343000	192349000	2
chr1	192349000	192369000	4
chr1	192369000	192396000	5
chr1	192396000	192403000	4
chr1	192403000	192457000	3
chr1	192457000	192469000	2
chr1	192469000	192470000	1
chr1	192565000	192567000	3
chr1	192567000	192588000	4
chr1	192588000	192591000	5
chr1	192591000	192592000	7
chr1	192592000	192595000	8
chr1	192595000	192596000	19
chr1	192596000	192597000	20
chr1	192597000	192599000	21
chr1	192599000	192614000	22
chr1	192614000	192628000	21
chr1	192628000	192644000	20
chr1	192644000	192647000	18
chr1	192647000	192648000	17
chr1	192648000	192649000	15
chr1	192649000	192650000	14
chr1	192650000	192665000	12
chr1	192665000	192712000	11
chr1	192712000	192720000	16
chr1	192720000	192752000	17
chr1	192752000	192790000	12
chr1	192790000	192792000	10
chr1	192792000	192793000	4
chr1	192793000	192794000	2
chr1	192794000	192816000	1
chr1	192895000	192968000	1
chr1	193502000	193504000	3
chr1	193504000	193508000	4
chr1	193508000	193556000	5
chr1	193575000	193579000	3
chr1	193579000	193580000	4
chr1	193580000	193691000	9
chr1	193691000	193692000	4
chr1	193692000	193694000	3
chr1	193694000	193695000	2
